قيمة - ريال,الوزن الصافي بالكيلو,رمز التعرفة 4 خانات,السنة,الربع,الدولة
10762662.41,5070.778,9021,2025,Q1-2025,كوريا الجنوبية
386953.74,74624,0811,2025,Q1-2025,سوريا
164086.07,3.771,7104,2025,Q1-2025,الإمارات
2272.88,1.2,5209,2025,Q1-2025,كمبوديا
67867.25,13841,7215,2025,Q1-2025,قطر
15.45,10,4818,2025,Q1-2025,هنجاريا
4336.31,202,7612,2025,Q1-2025,فرنسا
37969162.78,305991.954,8428,2025,Q1-2025,هولندا
25320.26,115.54,9616,2025,Q1-2025,سنغافورة
8379.44,17.32,6105,2025,Q1-2025,هونج كونج
17521273.53,5745142.201,7319,2025,Q1-2025,الصين
8227.18,2513,7311,2025,Q1-2025,هولندا
1585780.75,53613,7610,2025,Q1-2025,الكويت
3774.72,442.87,2103,2025,Q1-2025,إيرلندا
53297497.6,1201830,8429,2025,Q1-2025,البرازيل
30415.29,2400,2818,2025,Q1-2025,كندا
950792.29,11881.98,3005,2025,Q1-2025,بولندا
62421.9,536.921,6104,2025,Q1-2025,الفلبين
12063.11,1.3,8206,2025,Q1-2025,إيرلندا
1297.5,26.617,3301,2025,Q1-2025,النرويج
90374.42,2003.04,8405,2025,Q1-2025,ألمانيا
29355.62,393.4,8539,2025,Q1-2025,اليونان
13406.66,1779,0710,2025,Q1-2025,سوريا
95990467.6598,653408.845,6404,2025,Q1-2025,فيتنام
993796.93,170850,1208,2025,Q1-2025,النمسا
304440.9,25600.2,7616,2025,Q1-2025,قطر
2773014.61,77040.005,0603,2025,Q1-2025,الإكوادور
16370.51,139.2,5515,2025,Q1-2025,إسبانيا
37.5,0.5,8518,2025,Q1-2025,الأرجنتين
1038.17,1152,3405,2025,Q1-2025,قطر
73403.38,1330,3925,2025,Q1-2025,جنوب إفريقيا
584830.48,411.3,2805,2025,Q1-2025,الهند
38507.77,23,5212,2025,Q1-2025,الولايات المتحدة
40009.8,165.55,8301,2025,Q1-2025,النمسا
793486.85,1615.35,4201,2025,Q1-2025,إيطاليا
4796.46,28,0902,2025,Q1-2025,أوكرانيا
6390896.1571,1593603.95,7208,2025,Q1-2025,الهند
170.94,5.728,1104,2025,Q1-2025,بلغاريا
62178,517.3,8431,2025,Q1-2025,بلغاريا
3054.79,40,2935,2025,Q1-2025,بربدوس
74967.14,1161,4819,2025,Q1-2025,الفلبين
95002.09,319.12,6302,2025,Q1-2025,المملكة المتحدة
134.14,0.5,9612,2025,Q1-2025,باكستان
1965694.33,1514.246,8471,2025,Q1-2025,سنغافورة
5731.07,219.78,6110,2025,Q1-2025,سنغافورة
7064.09,12,8511,2025,Q1-2025,سنغافورة
242.11,58.26,9017,2025,Q1-2025,الأردن
68559.26,626.79,8440,2025,Q1-2025,البرتغال
212107.22,21645.8,1902,2025,Q1-2025,اليابان
191863.57,36000,7226,2025,Q1-2025,سويسرا
248639.33,10099.414,8503,2025,Q1-2025,تركيا
176720.93,2.02,9101,2025,Q1-2025,كندا
2892.09,237.8,9405,2025,Q1-2025,قبرص
522887.12,526.54,8414,2025,Q1-2025,النمسا
48728711.815,5395575.46,6302,2025,Q1-2025,الصين
72645.28,7600,0101,2025,Q1-2025,الأردن
4719362.93,157134,0307,2025,Q1-2025,نيوزيلاندا
1750.43,22,9609,2025,Q1-2025,الأردن
219.04,2,8412,2025,Q1-2025,ألبانيا
31.32,1,7320,2025,Q1-2025,صربيا
177942.47,1325,8533,2025,Q1-2025,هولندا
42315.09,40,8468,2025,Q1-2025,النمسا
89135.28,17775,0810,2025,Q1-2025,باكستان
188704.16,881.841,6202,2025,Q1-2025,ميانمار
176966550.03,19769.667,9102,2025,Q1-2025,سويسرا
3376.4,55.1,2936,2025,Q1-2025,إسبانيا
244145.81,131.1,8523,2025,Q1-2025,كندا
8879606.37,7719.285,8471,2025,Q1-2025,اليابان
88269.53,72.5,9011,2025,Q1-2025,المملكة المتحدة
5122.93,40,7009,2025,Q1-2025,المغرب
408304.71,2850.072,6201,2025,Q1-2025,تركيا
4086.68,100,0604,2025,Q1-2025,الإكوادور
213094791.2,834388.307,3004,2025,Q1-2025,المملكة المتحدة
85919.06,653.3,3917,2025,Q1-2025,الأرجنتين
766379.87,58323,0807,2025,Q1-2025,مكسيك
6908891.13,23067,8503,2025,Q1-2025,جمهورية التشيك
53325,19710,0401,2025,Q1-2025,الهند
5002072.38,534276.25,7219,2025,Q1-2025,تايوان
17943076.7141,3654475.72,1902,2025,Q1-2025,الإمارات
1507862.9033,39023.621,7323,2025,Q1-2025,تايلاند
56.81,300,3910,2025,Q1-2025,كوريا الشمالية
203971.66,141.698,8415,2025,Q1-2025,النمسا
1275.5,14,8524,2025,Q1-2025,هونج كونج
47300.03,204,6702,2025,Q1-2025,فرنسا
1922.69,100,3303,2025,Q1-2025,نيبال
164307.59,11.3,7211,2025,Q1-2025,سويسرا
24610258.4,18912.899,8536,2025,Q1-2025,السويد
116194.73,283.9,6204,2025,Q1-2025,البحرين
16850.87,114,8402,2025,Q1-2025,فنلندا
1502.91,1,5003,2025,Q1-2025,إيطاليا
86820.62,43661,6304,2025,Q1-2025,اليابان
75197.8,1110.47,4002,2025,Q1-2025,المملكة المتحدة
1486345.2196,11342.924,8468,2025,Q1-2025,الولايات المتحدة
1142064.53,293512,7217,2025,Q1-2025,الإمارات
359.75,1,6107,2025,Q1-2025,ماليزيا
15531427.11,206262,8463,2025,Q1-2025,إيطاليا
8057.07,130,4415,2025,Q1-2025,الدنمارك
28039.13,31,8448,2025,Q1-2025,البرتغال
4865.39,600,8603,2025,Q1-2025,إيطاليا
5013666.9732,416289.156,7318,2025,Q1-2025,بولندا
172753.43,5492.08,1515,2025,Q1-2025,كوريا الجنوبية
843750,253510,8429,2025,Q1-2025,السودان
3679812.04,1580529.812,4412,2025,Q1-2025,رومانيا
24985.2,187.478,8001,2025,Q1-2025,إيطاليا
1120.96,8.4,8501,2025,Q1-2025,الكويت
881527,1970.75,8461,2025,Q1-2025,مكسيك
17.75,1,5801,2025,Q1-2025,أستراليا
13208.92,642.18,8208,2025,Q1-2025,أستراليا
556.81,1,6112,2025,Q1-2025,صربيا
52554.33,9939.96,9801,2025,Q1-2025,إيطاليا
306002.43,154074.97,0713,2025,Q1-2025,أوكرانيا
6995649.5,602473.35,2005,2025,Q1-2025,اليونان
30.81,1,6115,2025,Q1-2025,العراق
50250.95,817,8474,2025,Q1-2025,البرازيل
41657.41,836,8546,2025,Q1-2025,إندونيسيا
8131.06,14.2,6107,2025,Q1-2025,بلغاريا
7764.38,245,5205,2025,Q1-2025,بنجلادش
1029.2,1,0502,2025,Q1-2025,الإمارات
568260.74,242.1,1209,2025,Q1-2025,جواتيمالا
721.96,5,7606,2025,Q1-2025,فرنسا
221419501.62,2561.082,9101,2025,Q1-2025,سويسرا
28411843.53,350914.586,8419,2025,Q1-2025,فرنسا
3443.55,1.4,8517,2025,Q1-2025,جورجيا
5193093.77,745834.569,4823,2025,Q1-2025,الهند
43.31,1,7804,2025,Q1-2025,النرويج
968970.54,969281.5,4401,2025,Q1-2025,فيتنام
35.25,971,4016,2025,Q1-2025,فنزويلا
21320,32.8,6307,2025,Q1-2025,بلغاريا
1505802.33,1183.816,6204,2025,Q1-2025,عمان
23.11,10.76,4817,2025,Q1-2025,اليونان
505890377.5272,78708398.782,9403,2025,Q1-2025,الصين
3089.79,3060,8701,2025,Q1-2025,هولندا
63556.52,1200,9403,2025,Q1-2025,موناكو
2455406.8638,35448.257,4010,2025,Q1-2025,الولايات المتحدة
918.87,60,7308,2025,Q1-2025,أوروبا
18316.01,565.308,3924,2025,Q1-2025,سلوفانيا
5569.36,10.17,6404,2025,Q1-2025,تايوان
62687.3,37152.3,7013,2025,Q1-2025,باكستان
114325.89,44300,2009,2025,Q1-2025,الإكوادور
387029.34,513.3,5211,2025,Q1-2025,إيطاليا
51570,4129.6,7210,2025,Q1-2025,قطر
508363.64,28735.55,3707,2025,Q1-2025,ألمانيا
2096657.7239,31539.809,8306,2025,Q1-2025,إيطاليا
2889.88,632,6207,2025,Q1-2025,الإمارات
4895.9,126,8204,2025,Q1-2025,فنلندا
3315522.7,1359687.7,0709,2025,Q1-2025,جنوب إفريقيا
134.93,2,3406,2025,Q1-2025,ماليزيا
342090.65,10095.3,8434,2025,Q1-2025,تركيا
128475.2,1336.5,8483,2025,Q1-2025,ماليزيا
597438.18,92679.55,7003,2025,Q1-2025,الإمارات
2919960,418400,3911,2025,Q1-2025,تايوان
5216.14,17.5,9705,2025,Q1-2025,الإمارات
1740.33,286.88,7002,2025,Q1-2025,تايوان
734869.96,244320,7208,2025,Q1-2025,تركيا
98508.744,489.788,6111,2025,Q1-2025,الولايات المتحدة
81692029.874,9926349.052,7307,2025,Q1-2025,الصين
89971.28,5287,1905,2025,Q1-2025,هنجاريا
5143.78,3,9006,2025,Q1-2025,فنلندا
15329.51,11.4,8413,2025,Q1-2025,نيوزيلاندا
662195.23,31390.06,9506,2025,Q1-2025,السويد
909.98,1,8421,2025,Q1-2025,سريلانكا
6775293.26,2223086.12,7212,2025,Q1-2025,الإمارات
8287.94,43,9033,2025,Q1-2025,تايلاند
21778631.82,862869.84,0901,2025,Q1-2025,الهند
3781646.81,1472771.7,1106,2025,Q1-2025,الإمارات
1179.87,1,6106,2025,Q1-2025,هنجاريا
30361.02,763,3906,2025,Q1-2025,النمسا
36723889.11,118201.544,8536,2025,Q1-2025,إسبانيا
1085549.81,8000,8425,2025,Q1-2025,النرويج
3324.42,1,4304,2025,Q1-2025,الهند
2783840.15,46302,8456,2025,Q1-2025,تركيا
123155.07,1633,8438,2025,Q1-2025,رومانيا
56280.55,655,7102,2025,Q1-2025,مصر
48850.01,134,8545,2025,Q1-2025,جمهورية التشيك
1851482.49,28251.53,4814,2025,Q1-2025,الولايات المتحدة
7520.57,29,8511,2025,Q1-2025,اليونان
188284.34,1383.39,9023,2025,Q1-2025,ماليزيا
948203.32,32069.7,3918,2025,Q1-2025,هولندا
49.87,5,7013,2025,Q1-2025,لاتفيا
40975.71,378.46,4419,2025,Q1-2025,بولندا
553766.51,16435,0603,2025,Q1-2025,تركيا
47756048.06,1264787.61,7411,2025,Q1-2025,الولايات المتحدة
164894.79,13938,1517,2025,Q1-2025,الفلبين
743.66,13.7,8444,2025,Q1-2025,هولندا
863348.86,622.025,2828,2025,Q1-2025,ألمانيا
1421052.97,39380,8428,2025,Q1-2025,تايوان
17364.62,107.55,9616,2025,Q1-2025,هولندا
3832.56,117.958,9404,2025,Q1-2025,تايلاند
6609.23,2,6815,2025,Q1-2025,هنجاريا
3551.66,0.5,7115,2025,Q1-2025,البحرين
224162.88,5782.8,1515,2025,Q1-2025,مكسيك
23.83,0.04,9208,2025,Q1-2025,اليابان
48612470.7845,947049.902,3304,2025,Q1-2025,ألمانيا
17883756.7319,582609.309,7304,2025,Q1-2025,الولايات المتحدة
145640.76,8216,6912,2025,Q1-2025,الإمارات
1229956.86,21947.82,9023,2025,Q1-2025,الهند
1670036.54,25202.574,8709,2025,Q1-2025,الهند
21947899.74,414261.91,9406,2025,Q1-2025,ألمانيا
80357.57,7536.475,8403,2025,Q1-2025,الصين
19168.2,454,8502,2025,Q1-2025,جنوب إفريقيا
943531.06,154393.9,4706,2025,Q1-2025,الصين
1146.48,225,2506,2025,Q1-2025,المملكة المتحدة
4414.03,21,7016,2025,Q1-2025,السويد
53741.62,2464,6815,2025,Q1-2025,النمسا
13847.4,733.654,5212,2025,Q1-2025,الصين
1016601.98,3054.33,8483,2025,Q1-2025,فنلندا
1316459.95,1572400,2801,2025,Q1-2025,الكويت
6496.2634,20.5,6111,2025,Q1-2025,ماكاو
5357462.96,566224.299,4012,2025,Q1-2025,سريلانكا
17268.49,426,1805,2025,Q1-2025,بيرو
1936.19,22,9031,2025,Q1-2025,قطر
2493.44,10,3921,2025,Q1-2025,كولومبيا
1268275.24,30446,3305,2025,Q1-2025,أستراليا
2406581.28,57901.801,8428,2025,Q1-2025,إستونيا
7082.31,140,8305,2025,Q1-2025,ألمانيا
9067.27,651,0604,2025,Q1-2025,ماليزيا
356282.82,43060,7602,2025,Q1-2025,الكويت
1680220,262225,0401,2025,Q1-2025,اليمن
6132140.48,355,8407,2025,Q1-2025,كندا
646638.04,151.6,2843,2025,Q1-2025,ألمانيا
1595.93,31.2,8301,2025,Q1-2025,سلوفانيا
0.88,102.35,9802,2025,Q1-2025,ساحل العاج
1612661.32,1656.195,6204,2025,Q1-2025,بلغاريا
50357571.73,319706.891,9401,2025,Q1-2025,الولايات المتحدة
50114.44,792.2,7323,2025,Q1-2025,الكويت
85.22,5,0714,2025,Q1-2025,مالطة
217285.09,44130,7216,2025,Q1-2025,لوكسمبورج
31424.57,122,7609,2025,Q1-2025,إسبانيا
1589.86,880.5,5603,2025,Q1-2025,باكستان
47976.37,20052.4,8413,2025,Q1-2025,باكستان
106631.98,100160,2501,2025,Q1-2025,تركيا
2393404.13,115070,3827,2025,Q1-2025,تايلاند
5239.07,1.5,6108,2025,Q1-2025,سويسرا
329204.08,12218.745,9603,2025,Q1-2025,كوريا الجنوبية
4087.35,23.85,6404,2025,Q1-2025,سلوفانيا
84047.46,3739.15,8402,2025,Q1-2025,بولندا
35520404.55,40812000,2302,2025,Q1-2025,الأرجنتين
629700.99,6898.3,8441,2025,Q1-2025,فيتنام
2119.22,0.2,7609,2025,Q1-2025,ماليزيا
71185.32,365,8535,2025,Q1-2025,سلوفانيا
1746.98,1,7107,2025,Q1-2025,فرنسا
49099.24,323,3301,2025,Q1-2025,كوريا الجنوبية
904618.59,78642.9,8458,2025,Q1-2025,إيطاليا
28784.03,313,0106,2025,Q1-2025,تايلاند
2360775.44,270668,3902,2025,Q1-2025,فرنسا
101825.18,992,9007,2025,Q1-2025,مكسيك
427643.44,95917.96,2202,2025,Q1-2025,سوريا
9968.25,14.1,3201,2025,Q1-2025,كندا
562.5,19.29,4417,2025,Q1-2025,النمسا
816981.66,4304.29,3303,2025,Q1-2025,مناطق فرنسا الشمالية
4516642.02,2164027.212,2836,2025,Q1-2025,ألمانيا
324667.26,33960.98,9614,2025,Q1-2025,الإمارات
758693.57,21351.83,8472,2025,Q1-2025,تايوان
3027.73,3,9701,2025,Q1-2025,أوكرانيا
1276.2,124,9206,2025,Q1-2025,إيطاليا
106902.19,3450,8451,2025,Q1-2025,الأردن
1181392.9,2815.1,2940,2025,Q1-2025,الهند
1152.12,82.742,3903,2025,Q1-2025,السويد
16685.31,712.5,0803,2025,Q1-2025,هولندا
2506162.95,257567.4,0402,2025,Q1-2025,أستراليا
709.21,3,4818,2025,Q1-2025,النرويج
169760.99,18680,0710,2025,Q1-2025,بنجلادش
1697878,892148,0702,2025,Q1-2025,اليمن
3.75,1,2716,2025,Q1-2025,إيطاليا
14807.29,461,7315,2025,Q1-2025,مكسيك
9954.17,647,4001,2025,Q1-2025,فيتنام
56713636.8297,945569.49,9026,2025,Q1-2025,الصين
4136.63,115,3820,2025,Q1-2025,مكسيك
326114.8959,405.8,9031,2025,Q1-2025,سلوفاكيا
2099653.58,105737,1211,2025,Q1-2025,الصين
60651.96,111.858,6204,2025,Q1-2025,بيرو
4730279.97,1497780,2707,2025,Q1-2025,اليابان
1.04,1.86,9802,2025,Q1-2025,تنزانيا
335173.14,9923.983,7615,2025,Q1-2025,إيطاليا
457306.67,255389,0709,2025,Q1-2025,سريلانكا
364401.08,24026,7223,2025,Q1-2025,فرنسا
206.92,0.385,6812,2025,Q1-2025,كمبوديا
647465.61,72045,0405,2025,Q1-2025,الأردن
1917.74,10,3922,2025,Q1-2025,الكويت
17254.43,230.87,3917,2025,Q1-2025,كولومبيا
338203.15,1797.5,9020,2025,Q1-2025,إيطاليا
10822.6,85,4010,2025,Q1-2025,أستراليا
1586515.06,2245.631,7117,2025,Q1-2025,فيتنام
643172.2,26705.26,4012,2025,Q1-2025,ألمانيا
