قيمة - ريال,الوزن الصافي بالكيلو,رمز التعرفة 4 خانات,السنة,الربع,الدولة
348451.65,572,9018,2025,Q2-2025,سلوفاكيا
164131.14,225.572,4203,2025,Q2-2025,المملكة المتحدة
46240.11,52.5,6101,2025,Q2-2025,إسبانيا
115318681.63,547082,8419,2025,Q2-2025,الولايات المتحدة
107212.32,1797.97,6113,2025,Q2-2025,تركيا
1798198.09,108636.8,3910,2025,Q2-2025,بلجيكا
25707.77,84.221,6402,2025,Q2-2025,الكويت
41390.55,1995.99,8542,2025,Q2-2025,الدنمارك
95580,19.3,9014,2025,Q2-2025,إيرلندا
74707.49,156.55,8207,2025,Q2-2025,البرتغال
1687.5,1,9508,2025,Q2-2025,هونج كونج
35160946.0428,1000662.049,0406,2025,Q2-2025,إيطاليا
31099.69,2944,8537,2025,Q2-2025,باكستان
52834.13,27163,3401,2025,Q2-2025,باكستان
43240683.2,2107.6,3003,2025,Q2-2025,سنغافورة
3.95,0.24,9606,2025,Q2-2025,الأردن
636021.34,43601.528,5804,2025,Q2-2025,الهند
591389.91,4729,8412,2025,Q2-2025,جزر أمريكا الثانوية
729019.55,106028.03,0402,2025,Q2-2025,الهند
1831850.23,44838.88,8414,2025,Q2-2025,بولندا
44347.39,805,8538,2025,Q2-2025,هونج كونج
108085.09,14128,9506,2025,Q2-2025,سنغافورة
36093613.98,1377302.893,8414,2025,Q2-2025,تايلاند
11690.69,21,8908,2025,Q2-2025,الولايات المتحدة
298.16,22.3,8423,2025,Q2-2025,هنجاريا
469691.66,76680,2001,2025,Q2-2025,بلغاريا
950.64,3,9028,2025,Q2-2025,أرمينيا
23101626.37,220546.766,8421,2025,Q2-2025,إسبانيا
1389.84,22.44,7114,2025,Q2-2025,هونج كونج
120960.72,25750,2809,2025,Q2-2025,الهند
2309.37,28,8519,2025,Q2-2025,مصر
12577182.5569,63023.56,8412,2025,Q2-2025,هولندا
842213.0842,65599,8429,2025,Q2-2025,فرنسا
195.44,150,8201,2025,Q2-2025,مصر
491832.14,2571.5,7504,2025,Q2-2025,ألمانيا
13182.46,105,4006,2025,Q2-2025,سلوفاكيا
113459.5,45230,3307,2025,Q2-2025,جنوب إفريقيا
109293.54,1071.976,8207,2025,Q2-2025,بلغاريا
5880999.34,1167025,0710,2025,Q2-2025,بلجيكا
425.93,65,7317,2025,Q2-2025,الكويت
25590.54,1478.362,1509,2025,Q2-2025,البرازيل
33.23,13,6602,2025,Q2-2025,سوريا
828.07,194.15,8402,2025,Q2-2025,سلوفانيا
35534.18,3033.4,9405,2025,Q2-2025,سلوفاكيا
62320.34,689.71,6104,2025,Q2-2025,الأردن
49419.85,15256.5,1208,2025,Q2-2025,الإمارات
1497.83,1,6104,2025,Q2-2025,كرواتيا
0.32,138.23,9802,2025,Q2-2025,نيجيريا
6570.31,315,8213,2025,Q2-2025,إسبانيا
1780101.2952,48129.189,8409,2025,Q2-2025,تايوان
40729.66,37.14,6403,2025,Q2-2025,أستراليا
8.08,1,1902,2025,Q2-2025,فيتنام
36022.59,1323.693,7013,2025,Q2-2025,بلغاريا
298.72,5.2,2816,2025,Q2-2025,الهند
352491.51,15620,8508,2025,Q2-2025,تركيا
332560.73,145952,1101,2025,Q2-2025,تركيا
2822.47,2,8514,2025,Q2-2025,صربيا
2682.63,0.5,7117,2025,Q2-2025,عمان
1408697.48,9019.327,8544,2025,Q2-2025,تايلاند
1235584.55,918.5,8206,2025,Q2-2025,فرنسا
26963,11727.16,2521,2025,Q2-2025,الصين
6407737.79,123223.667,3910,2025,Q2-2025,الولايات المتحدة
64563.93,9380,5303,2025,Q2-2025,الهند
420.04,40.87,8309,2025,Q2-2025,السويد
213476.4,1982,8501,2025,Q2-2025,أستراليا
23213.07,17.99,6114,2025,Q2-2025,إسبانيا
169.55,1.25,9114,2025,Q2-2025,السويد
151481.04,8997.8,7215,2025,Q2-2025,الصين
439429.48,1755.55,8533,2025,Q2-2025,بولندا
22105.11,105.5,8207,2025,Q2-2025,اليونان
9608973.63,42180.7,9023,2025,Q2-2025,بولندا
112500,12075,2805,2025,Q2-2025,الصين
5641505.45,146377.358,8207,2025,Q2-2025,الهند
103693.56,2259.8,9605,2025,Q2-2025,إيطاليا
3332.07,1,8603,2025,Q2-2025,المملكة المتحدة
107837.63,4503,9506,2025,Q2-2025,أوكرانيا
5458.63,9,8714,2025,Q2-2025,قطر
1497236.93,125993,4806,2025,Q2-2025,فرنسا
34892.86,138,7316,2025,Q2-2025,الولايات المتحدة
2346181.56,27422.448,6403,2025,Q2-2025,كمبوديا
266164.97,2608.27,8508,2025,Q2-2025,إسبانيا
97.4,60,0301,2025,Q2-2025,عمان
37260010.52,6418844.321,3921,2025,Q2-2025,الصين
125466.39,2194.864,7415,2025,Q2-2025,البرازيل
38.86,1.2,8209,2025,Q2-2025,عمان
5922660.24,139020.5,4011,2025,Q2-2025,إيطاليا
33814.83,123,9003,2025,Q2-2025,مصر
13906.7,7118.5,0805,2025,Q2-2025,إندونيسيا
25930.74,290,8305,2025,Q2-2025,الأردن
237577.0564,973.1,8452,2025,Q2-2025,تايوان
17093.34,250,9504,2025,Q2-2025,الأردن
91884.6,60000,4403,2025,Q2-2025,هولندا
331389.01,17364,8453,2025,Q2-2025,الصين
1689618.37,2595.6,9703,2025,Q2-2025,إسبانيا
22575.72,160,7607,2025,Q2-2025,الدنمارك
204693.68,32281.5,1905,2025,Q2-2025,مالطة
73980.5,333.3,9112,2025,Q2-2025,الولايات المتحدة
72945.82,45.3,6101,2025,Q2-2025,أستراليا
9490.95,55,9401,2025,Q2-2025,مقدونيا
505225.36,1979.495,8528,2025,Q2-2025,إيطاليا
94066543.93,382885.925,8538,2025,Q2-2025,فرنسا
63123.49,1,7109,2025,Q2-2025,أستراليا
142519.55,6000,5601,2025,Q2-2025,صربيا
17754.27,639.875,1509,2025,Q2-2025,المغرب
1500732.9407,86031.56,7312,2025,Q2-2025,اليابان
142923.55,6388.2,0904,2025,Q2-2025,البحرين
314165.82,1432.8,5512,2025,Q2-2025,فرنسا
601303.5,126000,4002,2025,Q2-2025,إندونيسيا
189559.96,2410.59,8307,2025,Q2-2025,كوريا الجنوبية
20092.82,1124,3003,2025,Q2-2025,البحرين
2369.36,5,8541,2025,Q2-2025,لوكسمبورج
5087863.47,1647029,7505,2025,Q2-2025,الإمارات
8992834.19,1827907,0303,2025,Q2-2025,الهند
11864301.24,117000,1804,2025,Q2-2025,سنغافورة
1253659.15,1918.141,6104,2025,Q2-2025,الإمارات
22751.29,85.62,7202,2025,Q2-2025,الولايات المتحدة
358522.32,24559,3923,2025,Q2-2025,مولدافيا
13413750.04,466871.622,0910,2025,Q2-2025,الولايات المتحدة
2862.89,3200,4417,2025,Q2-2025,مصر
190816751.963,8684164.5,8429,2025,Q2-2025,الهند
68896.86,246.64,8542,2025,Q2-2025,أستراليا
29353.87,162,7205,2025,Q2-2025,بلجيكا
1668657.42,433355,3903,2025,Q2-2025,ماليزيا
1940.21,17,2402,2025,Q2-2025,هونج كونج
31233.24,4000,4007,2025,Q2-2025,الأردن
2503641.77,17195.052,4016,2025,Q2-2025,السويد
2619.47,10.3,7310,2025,Q2-2025,إندونيسيا
528376671.6831,9309909.925,8528,2025,Q2-2025,الصين
431.18,8.72,7320,2025,Q2-2025,إندونيسيا
5990.76,150.3,0901,2025,Q2-2025,مكسيك
4871194.7794,107778.256,4009,2025,Q2-2025,تايلاند
1108.17,32.1,7319,2025,Q2-2025,كندا
13351.23,15.46,6402,2025,Q2-2025,هونج كونج
2082237.95,32801,2936,2025,Q2-2025,فرنسا
151400.96,16559,5512,2025,Q2-2025,مصر
11610392.37,49017.15,8416,2025,Q2-2025,هولندا
8446950.71,1947229,4805,2025,Q2-2025,فنلندا
343244.94,59000,0903,2025,Q2-2025,سوريا
22311280.03,5922348,0806,2025,Q2-2025,مصر
38082.15,205.997,6111,2025,Q2-2025,الولايات المتحدة
63214.35,320,0904,2025,Q2-2025,أوغندا
1832058.18,68689.28,8484,2025,Q2-2025,الإمارات
4269.62,870,4401,2025,Q2-2025,روسيا
794698.0545,10372.766,9404,2025,Q2-2025,إسبانيا
859988.66,31806.891,8714,2025,Q2-2025,تايلاند
2198.47,825.88,4817,2025,Q2-2025,هولندا
43.18,3,2616,2025,Q2-2025,الولايات المتحدة
1805746.6,131.568,9114,2025,Q2-2025,سويسرا
15814069.23,3125157.5,2803,2025,Q2-2025,الهند
59249.41,310,8538,2025,Q2-2025,أوروبا
10103619.1865,1346008.89,7304,2025,Q2-2025,رومانيا
7224.41,20,6114,2025,Q2-2025,النمسا
139025.25,15288,2501,2025,Q2-2025,إندونيسيا
6642.8426,22.012,8468,2025,Q2-2025,إستونيا
25828667.1745,2781425.747,4602,2025,Q2-2025,الصين
5862.57,25000,2517,2025,Q2-2025,الأردن
391.14,2.5,3303,2025,Q2-2025,إندونيسيا
14317.41,29.96,7315,2025,Q2-2025,قطر
45971.6766,79.5,4202,2025,Q2-2025,موريشيوس
3.75,1,4910,2025,Q2-2025,تايلاند
5593565.94,1697924.81,6802,2025,Q2-2025,الإمارات
252218.4171,39230.62,7419,2025,Q2-2025,كوريا الجنوبية
235.9,0.312,6212,2025,Q2-2025,نيوزيلاندا
11650.24,185,8608,2025,Q2-2025,السويد
6002.44,1000,0406,2025,Q2-2025,أوغندا
3902952.93,1532721,0808,2025,Q2-2025,تركيا
783169.2428,2674.579,4015,2025,Q2-2025,الولايات المتحدة
12106.92,24,9033,2025,Q2-2025,تايلاند
2144.31,1,4114,2025,Q2-2025,الهند
2099605.87,230377.85,4008,2025,Q2-2025,الهند
227704.5,54135,1404,2025,Q2-2025,مصر
11744.18,250,1301,2025,Q2-2025,ألمانيا
6183606.87,4725.633,9031,2025,Q2-2025,كندا
488225.38,2934.99,8205,2025,Q2-2025,السويد
248136.5,97136.08,1806,2025,Q2-2025,نيوزيلاندا
7890.85,150,4602,2025,Q2-2025,بلجيكا
884912.14,189228.7,3901,2025,Q2-2025,مصر
2556.01,3.98,8205,2025,Q2-2025,رومانيا
102351.51,16030,4008,2025,Q2-2025,الأردن
759.56,30,1206,2025,Q2-2025,جمهورية التشيك
51371.71,938,1512,2025,Q2-2025,إيطاليا
8020.57,1.604,6208,2025,Q2-2025,أوكرانيا
893.77,58.11,0403,2025,Q2-2025,الدنمارك
142451.49,10091.376,4820,2025,Q2-2025,اليابان
23450115.94,4403701.102,6909,2025,Q2-2025,الصين
1077012.83,65845.365,9609,2025,Q2-2025,الهند
616.76,470,4006,2025,Q2-2025,باكستان
1185,1104,4803,2025,Q2-2025,جنوب إفريقيا
1716173.53,1353251.06,7004,2025,Q2-2025,الصين
520008.79,1659.007,6208,2025,Q2-2025,فيتنام
1690881.7288,25833.479,7228,2025,Q2-2025,الولايات المتحدة
13140,1495,2201,2025,Q2-2025,أيسلندا
53298.64,78,6109,2025,Q2-2025,هنجاريا
539920.13,70632.5,0909,2025,Q2-2025,أفغانستان
54205.65,12753.9,2703,2025,Q2-2025,فرنسا
29241.21,359,8483,2025,Q2-2025,جورجيا
18320.42,10.94,6204,2025,Q2-2025,إستونيا
174484.72,2831.4,8608,2025,Q2-2025,النمسا
9177.43,365,6901,2025,Q2-2025,إيطاليا
341.73,1.7,4203,2025,Q2-2025,تنزانيا
7449.21,816,5806,2025,Q2-2025,فنلندا
943.78,0.5,2827,2025,Q2-2025,هنجاريا
6720.17,110.1,9614,2025,Q2-2025,روسيا
364696,4398,8513,2025,Q2-2025,إسبانيا
344777.21,13852,9401,2025,Q2-2025,عمان
29928.62,38000,8474,2025,Q2-2025,أوروبا
416.84,2,8310,2025,Q2-2025,البرازيل
626767.45,2420.47,9003,2025,Q2-2025,ألمانيا
253058.51,1380,8418,2025,Q2-2025,سلوفاكيا
1103435.38,5907.605,9028,2025,Q2-2025,إيطاليا
6076552.62,274230,3827,2025,Q2-2025,الهند
61455.22,2000,7220,2025,Q2-2025,تركيا
411682.31,23735.86,7009,2025,Q2-2025,الإمارات
185702.64,21311,3207,2025,Q2-2025,سوريا
65302.93,44,9004,2025,Q2-2025,الإكوادور
2029.72,390.73,9802,2025,Q2-2025,بلجيكا
82134026.2041,1714330.723,8421,2025,Q2-2025,الهند
69858.66,754,8709,2025,Q2-2025,سويسرا
167522.76,2318.2,6205,2025,Q2-2025,البحرين
45736.88,7000,0404,2025,Q2-2025,النرويج
9184.57,7.258,9703,2025,Q2-2025,كندا
36.64,0.3,5908,2025,Q2-2025,ألمانيا
4085811.73,306381.26,7309,2025,Q2-2025,تركيا
76845.05,48.1,6101,2025,Q2-2025,فرنسا
377659.9559,39277.03,8201,2025,Q2-2025,الولايات المتحدة
354.25,1.05,8507,2025,Q2-2025,البحرين
103.03,52.25,3921,2025,Q2-2025,مقدونيا
23861.05,258.806,6206,2025,Q2-2025,ألمانيا
5095567,102242.606,8544,2025,Q2-2025,سويسرا
178604.47,48977.59,9024,2025,Q2-2025,إيطاليا
35814670.2734,846882.226,7318,2025,Q2-2025,ألمانيا
340875,10000,2309,2025,Q2-2025,تايوان
72627947.36,35657.7,3002,2025,Q2-2025,هولندا
93.94,1,7506,2025,Q2-2025,سويسرا
6337.5,1,4115,2025,Q2-2025,قبرص
22.5,0.5,4409,2025,Q2-2025,قبرص
7208756.67,3231.403,8806,2025,Q2-2025,الصين
54.04,2,2705,2025,Q2-2025,هونج كونج
695963.79,26430,0811,2025,Q2-2025,فرنسا
12116.52,200,8459,2025,Q2-2025,بولندا
281448.35,9695.25,5601,2025,Q2-2025,فرنسا
119.57,1.67,3303,2025,Q2-2025,ماليزيا
29576.99,61.65,6211,2025,Q2-2025,اليونان
11803.09,138,7609,2025,Q2-2025,بلجيكا
1125.82,2,6206,2025,Q2-2025,جنوب إفريقيا
1966.39,8.4,7321,2025,Q2-2025,إندونيسيا
34626.91,162,3201,2025,Q2-2025,إسبانيا
11524.38,6.365,6109,2025,Q2-2025,البرازيل
1296.4,1,7612,2025,Q2-2025,هنجاريا
9394956.62,1963235.64,2309,2025,Q2-2025,تركيا
12532.73,500,6701,2025,Q2-2025,الهند
1814.65,317,7419,2025,Q2-2025,المغرب
153024.09,5432.39,0403,2025,Q2-2025,الولايات المتحدة
80276.02,4673,1904,2025,Q2-2025,صربيا
96473.15,13150.85,4403,2025,Q2-2025,الصين
8945.56,503.81,8518,2025,Q2-2025,هونج كونج
125139.04,4445,8609,2025,Q2-2025,اليونان
833.15,78,7606,2025,Q2-2025,جمهورية التشيك
16419.65,82.8,7220,2025,Q2-2025,المملكة المتحدة
17928,28.82,8455,2025,Q2-2025,الإمارات
21275635.5516,1475155.808,1902,2025,Q2-2025,كوريا الجنوبية
1180022.34,117908.821,3401,2025,Q2-2025,هولندا
157673.63,5703,1704,2025,Q2-2025,تونس
1604.07,0.3,6401,2025,Q2-2025,اليونان
16295423.05,1363652.32,0910,2025,Q2-2025,بنجلادش
583890.22,107875,1704,2025,Q2-2025,البرازيل
124998.76,26800,2207,2025,Q2-2025,الهند
9324.34,1150,7009,2025,Q2-2025,أوروبا
4374952.56,261445.135,8421,2025,Q2-2025,تايوان
1245.67,16,5113,2025,Q2-2025,الإمارات
419062.9873,7332.75,9603,2025,Q2-2025,تايلاند
7403.86,300,7604,2025,Q2-2025,جمهورية التشيك
233385.95,428.2,7415,2025,Q2-2025,كوريا الجنوبية
2226.2,212.16,9103,2025,Q2-2025,الإمارات
1338030.05,9968.92,3920,2025,Q2-2025,هنجاريا
460.44,26,8405,2025,Q2-2025,الدنمارك
479842.5814,9489.038,9503,2025,Q2-2025,إندونيسيا
31639.26,19000,0910,2025,Q2-2025,السودان
2378.36,1000,9604,2025,Q2-2025,تركيا
2379428.2995,60782.997,6115,2025,Q2-2025,الهند
1067056.45,71086.85,0811,2025,Q2-2025,تشيلي
56.34,3,7321,2025,Q2-2025,إستونيا
2819415.3914,134144.906,3401,2025,Q2-2025,فيتنام
11.25,1,4803,2025,Q2-2025,بنجلادش
637.82,0.025,2923,2025,Q2-2025,الأردن
3733253.27,83274.25,0306,2025,Q2-2025,إسبانيا
561743.64,5983,8212,2025,Q2-2025,البحرين
11860.87,131,8414,2025,Q2-2025,مالطة
736573.5,34138,7307,2025,Q2-2025,كولومبيا
12768.36,45.62,7320,2025,Q2-2025,هنجاريا
5054688.8939,79845.503,8481,2025,Q2-2025,تايوان
49754.14,33.62,8206,2025,Q2-2025,هولندا
412780.92,362.73,8506,2025,Q2-2025,كندا
66.66,30,9001,2025,Q2-2025,دومينكا
2031081.71,11059.29,7506,2025,Q2-2025,ألمانيا
33865197.38,7984592.04,7308,2025,Q2-2025,كوريا الجنوبية
379568.55,74068.45,9603,2025,Q2-2025,سوريا
39917445.9436,7320242.032,7312,2025,Q2-2025,الصين
575940.75,7138,9024,2025,Q2-2025,تركيا
18475.2,28,8505,2025,Q2-2025,جمهورية الدومينيكان
2009714.6,83290,2009,2025,Q2-2025,بلجيكا
1646.13,3,0713,2025,Q2-2025,كوريا الجنوبية
2373309.55,135746.991,7324,2025,Q2-2025,إيطاليا
11673.91,100,3913,2025,Q2-2025,إيطاليا
209180.94,20157.4,1212,2025,Q2-2025,الهند
45.23,32,7310,2025,Q2-2025,المغرب
169950.6745,181.67,4202,2025,Q2-2025,بلغاريا
4.33,1,3301,2025,Q2-2025,جواتيمالا
896153.94,3503,8433,2025,Q2-2025,سلوفاكيا
28780.51,69.5,9006,2025,Q2-2025,السويد
218941.32,1646.37,0901,2025,Q2-2025,مقدونيا
106828.74,959.86,8514,2025,Q2-2025,النمسا
9434679.41,5213.78,9027,2025,Q2-2025,هولندا
726.38,85,8301,2025,Q2-2025,ميانمار
251393.74,105070,4407,2025,Q2-2025,الكويت
384639.03,3887,6815,2025,Q2-2025,تركيا
543530.28,6004.117,6112,2025,Q2-2025,كمبوديا
86020.81,6688.6,1508,2025,Q2-2025,الهند
423.93,724.8,4911,2025,Q2-2025,باكستان
1059126.84,212289.69,7212,2025,Q2-2025,الهند
357389.7,32087.505,6207,2025,Q2-2025,باكستان
511350.86,743,8459,2025,Q2-2025,هولندا
2257139.88,164865,0909,2025,Q2-2025,السودان
1761750,216000,1109,2025,Q2-2025,الهند
1268.32,46,7413,2025,Q2-2025,البوسنة والهرسك
2862.13,2190,8425,2025,Q2-2025,مصر
463921.84,307.712,7117,2025,Q2-2025,المملكة المتحدة
2958.63,1,3923,2025,Q2-2025,لاتفيا
493296.67,20429.03,7019,2025,Q2-2025,فنلندا
1961.72,61.51,9618,2025,Q2-2025,الولايات المتحدة
34145.23,116.04,8418,2025,Q2-2025,أستراليا
2553853.86,254683.38,0801,2025,Q2-2025,إندونيسيا
1522.38,3,9209,2025,Q2-2025,إيطاليا
6329.61,52,5702,2025,Q2-2025,هولندا
562.45,10,7601,2025,Q2-2025,سان مارينو
2435356.91,45755,0901,2025,Q2-2025,قبرص
80765128.56,3000456.784,8431,2025,Q2-2025,الإمارات
705808.9055,11625.457,7009,2025,Q2-2025,كوريا الجنوبية
95466.78,69,7018,2025,Q2-2025,جمهورية التشيك
196184.47,810.8,8439,2025,Q2-2025,فنلندا
25263846.58,3686068,3906,2025,Q2-2025,اليابان
39573.34,7540.8,2009,2025,Q2-2025,تايوان
1915.39,19.5,6001,2025,Q2-2025,بلجيكا
1095827.87,106680.89,0909,2025,Q2-2025,باكستان
16172.59,920,0804,2025,Q2-2025,الإكوادور
27847.69,75.8,4202,2025,Q2-2025,جنوب إفريقيا
249.36,2.99,6102,2025,Q2-2025,هوندوراس
15549,656.183,3307,2025,Q2-2025,سلوفانيا
39177.9,27100,0802,2025,Q2-2025,تايلاند
9439.1,11.72,2927,2025,Q2-2025,الهند
11407.32,16,9017,2025,Q2-2025,الأرجنتين
438793.5453,738.805,6111,2025,Q2-2025,البرتغال
77195.54,1415,9026,2025,Q2-2025,سلوفانيا
1232498.94,790012,4805,2025,Q2-2025,سريلانكا
12022189.73,105548.8,9003,2025,Q2-2025,الصين
23.04,3,6214,2025,Q2-2025,هولندا
10528.87,4.9,6004,2025,Q2-2025,الولايات المتحدة
220935.8273,193.046,6117,2025,Q2-2025,إيطاليا
2500.76,20,4303,2025,Q2-2025,أفغانستان
42710.36,1477.59,8511,2025,Q2-2025,سلوفاكيا
1193.46,2,2504,2025,Q2-2025,تركيا
1370.69,54,1302,2025,Q2-2025,فلسطين
8009.12,1318.25,3924,2025,Q2-2025,البرازيل
1065194.34,6859,8306,2025,Q2-2025,اليونان
110622.85,1053,4008,2025,Q2-2025,هولندا
6481237.14,1386496.73,2836,2025,Q2-2025,ألمانيا
1346200.8299,6473.4,8208,2025,Q2-2025,المملكة المتحدة
61482.77,85.4,4001,2025,Q2-2025,الدنمارك
13153.77,1030,2505,2025,Q2-2025,المملكة المتحدة
325722.45,30537.25,6906,2025,Q2-2025,إيطاليا
639.39,0.2,6114,2025,Q2-2025,هولندا
1634612.12,36654.39,7007,2025,Q2-2025,تركيا
736555.09,10657.03,8419,2025,Q2-2025,سنغافورة
81618.33,1329.49,9006,2025,Q2-2025,الفلبين
1517.67,8,7017,2025,Q2-2025,سنغافورة
1122.24,0.25,6110,2025,Q2-2025,جمهورية التشيك
30458.89,910.57,7315,2025,Q2-2025,سلوفاكيا
39893.48,12896,0602,2025,Q2-2025,باكستان
109078.68,4123.211,9503,2025,Q2-2025,تايوان
1395506.4,10801.76,6116,2025,Q2-2025,سريلانكا
3060.55,0.5,8539,2025,Q2-2025,الكويت
5593143.53,116380.9,2101,2025,Q2-2025,فيتنام
172876.14,680,4503,2025,Q2-2025,إيرلندا
2717.49,7.1,6108,2025,Q2-2025,كوريا الجنوبية
503.52,0.2,6112,2025,Q2-2025,هنجاريا
85629.29,358.16,9616,2025,Q2-2025,كوريا الجنوبية
60331.12,44,2530,2025,Q2-2025,الدنمارك
3130,0.2,6405,2025,Q2-2025,ماكاو
353740.36,721.957,8515,2025,Q2-2025,جمهورية التشيك
431849.89,2346,6914,2025,Q2-2025,كوريا الجنوبية
5280.89,96,8707,2025,Q2-2025,سلوفاكيا
495215.3108,14145.64,2101,2025,Q2-2025,فرنسا
1950.68,11,4420,2025,Q2-2025,ألبانيا
1402530.9603,35502.4,7308,2025,Q2-2025,فرنسا
1503503.74,1243.31,7106,2025,Q2-2025,الولايات المتحدة
64067.06,509.53,8306,2025,Q2-2025,ألمانيا
22332.7,120,8530,2025,Q2-2025,كندا
320414.16,10849,6404,2025,Q2-2025,فلسطين
7890567.28,2518075.345,3921,2025,Q2-2025,إيطاليا
92.86,2.091,5509,2025,Q2-2025,الولايات المتحدة
148567.49,4902.6,9023,2025,Q2-2025,الهند
115994.79,5928.6,8527,2025,Q2-2025,اليابان
3215.96,90,9103,2025,Q2-2025,كوريا الجنوبية
7750.92,107.35,9617,2025,Q2-2025,البحرين
162421.01,57,2616,2025,Q2-2025,الهند
6187.02,62.921,6212,2025,Q2-2025,لوكسمبورج
59912.54,1699,6804,2025,Q2-2025,بلغاريا
1464.41,761.875,9023,2025,Q2-2025,قطر
3803.47,1260.75,0801,2025,Q2-2025,بنجلادش
5287595.76,93889,9506,2025,Q2-2025,الدنمارك
606.25,0.5,9705,2025,Q2-2025,موريتانيا
1499787.82,18777.82,8503,2025,Q2-2025,كوريا الجنوبية
102118.5,6480,1901,2025,Q2-2025,جيرسي
135.38,38,8309,2025,Q2-2025,سوريا
4.83,0.2,3004,2025,Q2-2025,لاتفيا
26996.12,55,6404,2025,Q2-2025,النمسا
54554.36,6125,3505,2025,Q2-2025,أستراليا
12996.18,9,8509,2025,Q2-2025,الدنمارك
15240666.969,160178.111,6104,2025,Q2-2025,تركيا
5933.47,130,0305,2025,Q2-2025,إيطاليا
125202.9,14002,1207,2025,Q2-2025,بنجلادش
456899.62,14673.704,1602,2025,Q2-2025,الولايات المتحدة
1763600.34,88683,0910,2025,Q2-2025,فلسطين
1372.11,51.8,2006,2025,Q2-2025,المملكة المتحدة
7923.33,3.2,8436,2025,Q2-2025,السويد
345488.55,381.9,8501,2025,Q2-2025,بلجيكا
3113.66,3,4105,2025,Q2-2025,إسبانيا
558872.58,1133.15,8509,2025,Q2-2025,هولندا
2552.67,25,4810,2025,Q2-2025,تايوان
175517.75,160,5511,2025,Q2-2025,الإمارات
11805.94,96.96,0904,2025,Q2-2025,فرنسا
8075815.09,10583.994,6403,2025,Q2-2025,الإمارات
19200,16.329,7321,2025,Q2-2025,كندا
10916261.9478,1488259.665,2103,2025,Q2-2025,هولندا
574280.3,1343.1,8504,2025,Q2-2025,أستراليا
13120.86,3,8307,2025,Q2-2025,سنغافورة
566.95,90,2201,2025,Q2-2025,أذربيجان
4368.6,5,2705,2025,Q2-2025,تايلاند
4312305.12,48014,8405,2025,Q2-2025,إسبانيا
107509.94,411.88,9106,2025,Q2-2025,تايوان
9683.21,142,8528,2025,Q2-2025,سنغافورة
10914.26,5.6,6912,2025,Q2-2025,السويد
2583.57,23.4,8421,2025,Q2-2025,موريتانيا
499248.81,4245.153,6105,2025,Q2-2025,سريلانكا
12494.38,62,4809,2025,Q2-2025,ألمانيا
53449.2,23465,0808,2025,Q2-2025,البوسنة والهرسك
1358.54,52,7419,2025,Q2-2025,ميانمار
928.79,1,8529,2025,Q2-2025,الكويت
16637.55,1041.5,8113,2025,Q2-2025,فرنسا
79388.44,9880,0406,2025,Q2-2025,فلسطين
792.05,53,6902,2025,Q2-2025,المغرب
109.55,1.02,8473,2025,Q2-2025,البرازيل
527748.75,16739,0910,2025,Q2-2025,هولندا
123568.99,1901.9,7415,2025,Q2-2025,سلوفاكيا
926889.88,4193.18,9803,2025,Q2-2025,جمهورية التشيك
1573586.9,113966.114,6804,2025,Q2-2025,الهند
4675.15,4,8514,2025,Q2-2025,المغرب
6.19,1,7108,2025,Q2-2025,فيتنام
90942.67,81,6110,2025,Q2-2025,هنجاريا
25631.25,1680,0706,2025,Q2-2025,مكسيك
14371017.63,12051433.96,2507,2025,Q2-2025,الصين
116760.29,2448,7316,2025,Q2-2025,فنلندا
1750.68,36.6,8306,2025,Q2-2025,جمهورية التشيك
31459.73,434,4601,2025,Q2-2025,إيطاليا
2017.33,99.314,8212,2025,Q2-2025,الكويت
56837.27,56.25,7211,2025,Q2-2025,جمهورية التشيك
238433.28,2373.22,4901,2025,Q2-2025,هولندا
1137.77,3,5209,2025,Q2-2025,قبرص
2350696.73,795915,3207,2025,Q2-2025,إندونيسيا
112441.03,1316,9617,2025,Q2-2025,باكستان
17017863.2788,2978951.623,8547,2025,Q2-2025,تايلاند
11109.01,18,4821,2025,Q2-2025,قطر
8512790.24,237906.7,1905,2025,Q2-2025,مكسيك
9278.1,34.42,8532,2025,Q2-2025,هونج كونج
2021376,21734.549,8421,2025,Q2-2025,رومانيا
932.39,50,3916,2025,Q2-2025,بولندا
48870.96,2000,7309,2025,Q2-2025,اليونان
21916.88,1,2716,2025,Q2-2025,الفلبين
33574.07,11.86,6114,2025,Q2-2025,سلوفانيا
1950,11,8504,2025,Q2-2025,تشيلي
385736.84,2181.516,4420,2025,Q2-2025,إيطاليا
1268.28,100,8214,2025,Q2-2025,النمسا
10487316.88,256773.29,8415,2025,Q2-2025,تركيا
1931219.52,83119,3207,2025,Q2-2025,إيطاليا
22835.25,185,5702,2025,Q2-2025,المغرب
79.99,22,1704,2025,Q2-2025,البوسنة والهرسك
399188.94,24038.016,9620,2025,Q2-2025,الهند
6236.12,2042,9405,2025,Q2-2025,عمان
465.24,513,4821,2025,Q2-2025,بنجلادش
14293.02,2016,0808,2025,Q2-2025,المالديف
303.3,5.5,4017,2025,Q2-2025,بلجيكا
79157.7788,1022.226,9504,2025,Q2-2025,فيتنام
19571,797.65,4415,2025,Q2-2025,المملكة المتحدة
267.95,30,4818,2025,Q2-2025,تايوان
289390.77,1395.1,8456,2025,Q2-2025,المملكة المتحدة
