قيمة - ريال,الوزن الصافي بالكيلو,رمز التعرفة 4 خانات,السنة,الربع,الدولة
1400.31,600,1904,2025,Q3-2025,الأرجنتين
334413.51,14503.5,3202,2025,Q3-2025,سنغافورة
16646.38,141.5,8516,2025,Q3-2025,جمهورية التشيك
9.75,2.4,5407,2025,Q3-2025,أيسلندا
29293.64,182.77,9033,2025,Q3-2025,النمسا
6152182.38,593,9014,2025,Q3-2025,المملكة المتحدة
17658352.09,449136.384,8544,2025,Q3-2025,فرنسا
1.6,0.14,5311,2025,Q3-2025,سريلانكا
53964.72,250,2520,2025,Q3-2025,النمسا
6645.52,8.4,6109,2025,Q3-2025,إستونيا
154139.2,9196.8,4813,2025,Q3-2025,بولندا
4033065.07,309061,4002,2025,Q3-2025,فرنسا
20915.42,6.03,9102,2025,Q3-2025,إسبانيا
180,2,2517,2025,Q3-2025,سنغافورة
2526.53,1,6108,2025,Q3-2025,مدغشقر
375.24,1,6602,2025,Q3-2025,ألمانيا
177088.35,10000,7904,2025,Q3-2025,مصر
51593.38,740.78,9026,2025,Q3-2025,فيتنام
10984149.59,26472.76,5112,2025,Q3-2025,إيطاليا
8473.7,12673.05,6504,2025,Q3-2025,تركيا
873236.46,63117.08,2007,2025,Q3-2025,فيتنام
39753.05,900,1207,2025,Q3-2025,جمهورية التشيك
121897.75,5427,1104,2025,Q3-2025,النمسا
164194367.0072,4693944.116,8536,2025,Q3-2025,الصين
1818704.02,454335.119,4802,2025,Q3-2025,الهند
4032.71,500,8462,2025,Q3-2025,تايلاند
1163.88,240,9017,2025,Q3-2025,باكستان
4383763.93,50180,8457,2025,Q3-2025,اليابان
411673.77,5685.24,6108,2025,Q3-2025,ميانمار
11250.1,297,9802,2025,Q3-2025,سريلانكا
5357.85,4,8482,2025,Q3-2025,إيرلندا
139.6,1,6402,2025,Q3-2025,دومينكا
1166,0.2,6404,2025,Q3-2025,ألبانيا
33957.76,17085,0706,2025,Q3-2025,سوريا
113676.01,6328.26,7009,2025,Q3-2025,فرنسا
168192.84,935.568,9030,2025,Q3-2025,تايلاند
501256.6,78.93,6201,2025,Q3-2025,الإمارات
39302.34,2336.31,2103,2025,Q3-2025,الدنمارك
13449121.74,351404.774,8414,2025,Q3-2025,تركيا
4717.46,70,8426,2025,Q3-2025,الدنمارك
66281.25,50120,1214,2025,Q3-2025,أوكرانيا
103647.9,16005.5,2706,2025,Q3-2025,كوريا الجنوبية
21454.92,396,6807,2025,Q3-2025,تركيا
87851.31,1332.3,8208,2025,Q3-2025,كوريا الجنوبية
1725694.41,4650.96,8483,2025,Q3-2025,كندا
1286779.3413,130534.692,8431,2025,Q3-2025,أستراليا
2625788.74,512835,4706,2025,Q3-2025,ألمانيا
18.03,5.4,3301,2025,Q3-2025,إثيوبيا
2650855.89,212400,2403,2025,Q3-2025,الهند
91325.04,129.59,8414,2025,Q3-2025,لتوانيا
1093.58,74,8421,2025,Q3-2025,عمان
91091.19,814.3,3921,2025,Q3-2025,اليابان
349.72,11.4,0703,2025,Q3-2025,المملكة المتحدة
1458880.17,7064.94,3307,2025,Q3-2025,سويسرا
15238.13,75,7907,2025,Q3-2025,هونج كونج
90281132.2118,2488941.998,6211,2025,Q3-2025,الصين
3094825.4219,319367.595,7219,2025,Q3-2025,تايوان
11615.07,76.2,8475,2025,Q3-2025,الإمارات
217145.81,113840,0709,2025,Q3-2025,سوريا
84147.18,55.52,7320,2025,Q3-2025,سنغافورة
68155179.58,606865.377,4901,2025,Q3-2025,المملكة المتحدة
28350,6464,1704,2025,Q3-2025,اليمن
343329.45,100130,3104,2025,Q3-2025,بولندا
9991.1,22.5,9004,2025,Q3-2025,مكسيك
21463.65,1104,5907,2025,Q3-2025,تركيا
476885.86,6019,8307,2025,Q3-2025,سلوفانيا
197899.21,14580.63,3916,2025,Q3-2025,السويد
2125.11,6.06,8466,2025,Q3-2025,المغرب
47573.07,595,5408,2025,Q3-2025,الولايات المتحدة
22618.02,526,4201,2025,Q3-2025,أوروبا
4157.28,3010,3405,2025,Q3-2025,قطر
30588.17,3,8445,2025,Q3-2025,المملكة المتحدة
44105941.2,1273330.818,3005,2025,Q3-2025,الصين
1233.42,4,8473,2025,Q3-2025,البحرين
50360.77,27,8447,2025,Q3-2025,ألمانيا
155802.75,420,9023,2025,Q3-2025,هنجاريا
82950.95,4875,4005,2025,Q3-2025,كوريا الجنوبية
15128.03,24.82,9026,2025,Q3-2025,الكويت
219.83,1.02,6201,2025,Q3-2025,مدغشقر
102478.05,5179.5,6909,2025,Q3-2025,بولندا
6300609.55,117781.697,9402,2025,Q3-2025,مكسيك
260448.19,19416.35,2002,2025,Q3-2025,باكستان
1507398.83,27275.608,8309,2025,Q3-2025,ألمانيا
472472.26,4965.911,8203,2025,Q3-2025,باكستان
27929.63,50,1515,2025,Q3-2025,مدغشقر
4515274.5065,2121.831,6202,2025,Q3-2025,إيطاليا
44584.87,1115,9613,2025,Q3-2025,الهند
3816.99,1438,8459,2025,Q3-2025,بلجيكا
12535.92,48,8528,2025,Q3-2025,رومانيا
17078203.57,8086445.336,4804,2025,Q3-2025,الهند
147316.6,1736,6809,2025,Q3-2025,إيطاليا
8025051.75,3224827.91,0803,2025,Q3-2025,الهند
1443.05,0.2,4016,2025,Q3-2025,سلفادور
58413.38,5500,2803,2025,Q3-2025,إيطاليا
586.88,23,9103,2025,Q3-2025,تركيا
487924.2,313155,2302,2025,Q3-2025,البحرين
49568.81,12523.44,9103,2025,Q3-2025,ألمانيا
113625,13500,8427,2025,Q3-2025,كندا
890716.8606,17294.722,6208,2025,Q3-2025,تركيا
47250,12000,0404,2025,Q3-2025,النرويج
1080100.6453,11586.1,8206,2025,Q3-2025,ألمانيا
270142.45,10332,4005,2025,Q3-2025,فرنسا
13120.15,36,3207,2025,Q3-2025,هولندا
5601469.1491,98272.394,4008,2025,Q3-2025,ألمانيا
337840.06,1968.657,9025,2025,Q3-2025,تركيا
38588.26,97,8477,2025,Q3-2025,اليونان
13023.63,25,8455,2025,Q3-2025,جمهورية التشيك
646.11,145.1,9802,2025,Q3-2025,جورجيا
476.19,66.59,3919,2025,Q3-2025,رومانيا
488905.5,3970,8001,2025,Q3-2025,إندونيسيا
14796.59,2,6102,2025,Q3-2025,بيرو
878921.1828,5429.571,6102,2025,Q3-2025,فيتنام
18873.39,51,9617,2025,Q3-2025,سريلانكا
48638.19,672,2403,2025,Q3-2025,بلجيكا
7317.77,80.2,0807,2025,Q3-2025,اليابان
278.46,0.1,4901,2025,Q3-2025,سلوفاكيا
4464670.75,42689.82,8501,2025,Q3-2025,تونس
15597.34,5,6101,2025,Q3-2025,كولومبيا
9288,19.75,9202,2025,Q3-2025,مكسيك
815364.67,358.5,9018,2025,Q3-2025,دومينكا
556.51,352,9801,2025,Q3-2025,جمهورية الدومينيكان
187399.05,6320,7229,2025,Q3-2025,كندا
54230.96,183.9,9207,2025,Q3-2025,ألمانيا
2034.96,4.26,9611,2025,Q3-2025,سويسرا
169635.66,193.87,4203,2025,Q3-2025,فرنسا
216921.67,1724.04,8306,2025,Q3-2025,الإمارات
1031.22,1,4702,2025,Q3-2025,إيطاليا
5542.98,5612,1103,2025,Q3-2025,البحرين
20590.45,370,7407,2025,Q3-2025,بلجيكا
39050.18,49.65,4414,2025,Q3-2025,المملكة المتحدة
900081.36,396368,4410,2025,Q3-2025,الهند
176696.82,1145.57,3917,2025,Q3-2025,الدنمارك
54981.76,97,4504,2025,Q3-2025,تايوان
11983798.5534,422561.06,8474,2025,Q3-2025,الهند
86409.25,416,0603,2025,Q3-2025,تايوان
2133.26,2,9101,2025,Q3-2025,إيرلندا
6036.91,743,7412,2025,Q3-2025,تايلاند
8283.09,2800,1102,2025,Q3-2025,بولندا
29967.33,517.88,5208,2025,Q3-2025,الإمارات
31.44,1,7101,2025,Q3-2025,هونج كونج
10298.36,19.58,9504,2025,Q3-2025,مكسيك
75244.72,62.7,3901,2025,Q3-2025,كندا
553319.17,147.622,9030,2025,Q3-2025,فنلندا
134.25,0.794,8544,2025,Q3-2025,لاو
95485.83,2090.43,8208,2025,Q3-2025,السويد
27436.11,534,7408,2025,Q3-2025,فنلندا
2793.75,86.5,0801,2025,Q3-2025,هولندا
150947.66,183.7,5007,2025,Q3-2025,ألمانيا
840600,48000,3827,2025,Q3-2025,مكسيك
11514906.348,113267.751,6402,2025,Q3-2025,إندونيسيا
3895.98,8,7507,2025,Q3-2025,بلجيكا
8650.05,38,9207,2025,Q3-2025,كوريا الجنوبية
2455.86,390,1101,2025,Q3-2025,نيوزيلاندا
100529.58,144.25,8302,2025,Q3-2025,النرويج
10226.61,108.702,2402,2025,Q3-2025,جمهورية الدومينيكان
36960018.5296,197614.473,7318,2025,Q3-2025,الولايات المتحدة
3708695.35,100743.11,5208,2025,Q3-2025,الهند
12867.88,645.12,1704,2025,Q3-2025,البرتغال
496533.45,54113.6,4418,2025,Q3-2025,الأردن
347069.77,54988.04,4412,2025,Q3-2025,إسبانيا
17132.2,68.4,6006,2025,Q3-2025,تايوان
204553.44,2612.87,4009,2025,Q3-2025,بنجلادش
261100.81,522.5,8548,2025,Q3-2025,ألمانيا
3730936.22,600206.414,8311,2025,Q3-2025,إندونيسيا
24346.22,120,5604,2025,Q3-2025,بلجيكا
150978.36,60092,8477,2025,Q3-2025,مصر
84935011.4479,61236933.39,6802,2025,Q3-2025,تركيا
4291.76,2,7306,2025,Q3-2025,هنجاريا
1692072.4,233.05,8443,2025,Q3-2025,سلوفاكيا
8430.9,16.16,7017,2025,Q3-2025,تايوان
13445.63,1393,8462,2025,Q3-2025,باكستان
169.7,1503,4017,2025,Q3-2025,مناطق فرنسا الشمالية
925871.84,1820.5,3006,2025,Q3-2025,البرازيل
67278.85,53.13,8521,2025,Q3-2025,سنغافورة
664966.4338,9019.785,6112,2025,Q3-2025,إندونيسيا
404.63,188,7309,2025,Q3-2025,سوريا
1626273.0561,115893.75,7308,2025,Q3-2025,أستراليا
8.86,6,2001,2025,Q3-2025,البرتغال
14737.06,85.2,3903,2025,Q3-2025,سويسرا
370956.35,7087.815,6402,2025,Q3-2025,بنجلادش
2580313.54,3574.606,7419,2025,Q3-2025,فرنسا
25851.31,86,5801,2025,Q3-2025,ألمانيا
33488.26,231,0106,2025,Q3-2025,تايلاند
117.64,4,5903,2025,Q3-2025,قبرص
4967.7,83.4,5511,2025,Q3-2025,الهند
3312.67,17,7907,2025,Q3-2025,الفلبين
2398.42,50.5,9023,2025,Q3-2025,بنجلادش
44.32,0.4,8542,2025,Q3-2025,قبرص
3074.75,862.8,9802,2025,Q3-2025,إندونيسيا
1011150,504000,3104,2025,Q3-2025,تايوان
1362368.67,269749,2828,2025,Q3-2025,الهند
6957.86,0.3,8431,2025,Q3-2025,أوغندا
22594963.65,18133.806,8471,2025,Q3-2025,المملكة المتحدة
1171095.01,3767.5,9025,2025,Q3-2025,الدنمارك
2950.87,45,8303,2025,Q3-2025,أستراليا
54877.59,239.316,6102,2025,Q3-2025,المغرب
758535.82,38586.6,1905,2025,Q3-2025,لوكسمبورج
9055193.6109,701886.5,7208,2025,Q3-2025,ألمانيا
338.52,5.24,7319,2025,Q3-2025,سلوفاكيا
19571.06,21120,2703,2025,Q3-2025,المملكة المتحدة
52894303.78,675453.117,8418,2025,Q3-2025,الولايات المتحدة
28313.48,20,8473,2025,Q3-2025,أوروبا
994672.0503,58083.836,4009,2025,Q3-2025,الإمارات
867.24,0.3,6405,2025,Q3-2025,تايوان
9866.12,53.702,5401,2025,Q3-2025,الولايات المتحدة
2288409.85,21369.825,8503,2025,Q3-2025,إيطاليا
3174162.62,8016,9007,2025,Q3-2025,تايوان
114.04,0.8,6301,2025,Q3-2025,بولندا
6211656.04,874622,2309,2025,Q3-2025,المغرب
240195190.1889,1844743.768,3925,2025,Q3-2025,الإمارات
8831005.1313,601334.998,9017,2025,Q3-2025,الصين
106.85,21,4006,2025,Q3-2025,بلجيكا
144040.86,527.5,8204,2025,Q3-2025,كندا
51682.44,38000,8453,2025,Q3-2025,أوروبا
1517441.65,6972.589,8307,2025,Q3-2025,إيطاليا
42432667.5492,279588.41,8431,2025,Q3-2025,فرنسا
28517375.12,18296752.428,4805,2025,Q3-2025,إيطاليا
2525181.15,367181.8,2009,2025,Q3-2025,اليونان
433.84,2,4202,2025,Q3-2025,نيثرلاندز انتيليز
1290230.36,13368.665,8483,2025,Q3-2025,مكسيك
107986.5,120.62,7114,2025,Q3-2025,البرازيل
369110,5025,8481,2025,Q3-2025,لتوانيا
13500.65,241.3,9701,2025,Q3-2025,جنوب إفريقيا
6877.31,49,9107,2025,Q3-2025,سويسرا
49470.01,80.8,8521,2025,Q3-2025,هولندا
3.86,0.06,8523,2025,Q3-2025,الأردن
35287.61,110.5,7419,2025,Q3-2025,كندا
1782.92,1,8431,2025,Q3-2025,أيسلندا
7588.7722,235.9,7322,2025,Q3-2025,سلوفاكيا
787.21,0.2,6211,2025,Q3-2025,جورجيا
33401.25,552,9401,2025,Q3-2025,أوروبا
6595813.18,6894.369,8513,2025,Q3-2025,الولايات المتحدة
80426.39,2214.35,8202,2025,Q3-2025,الإمارات
15177506.44,3584780,0308,2025,Q3-2025,فيتنام
1325.73,0.2,9110,2025,Q3-2025,ماليزيا
427656.3,11665,2106,2025,Q3-2025,بيرو
638287.05,8968,3305,2025,Q3-2025,أستراليا
4244.59,1.75,5209,2025,Q3-2025,المغرب
287512.36,3.12,7114,2025,Q3-2025,مصر
7387279.85,314742.76,9802,2025,Q3-2025,البحرين
138793.84,2830,2106,2025,Q3-2025,أوكرانيا
342060.05,621.25,8541,2025,Q3-2025,بولندا
850220.68,47359.94,7607,2025,Q3-2025,مصر
184032.6104,56500,8429,2025,Q3-2025,كندا
47343.75,3240,0301,2025,Q3-2025,تايلاند
18699.14,178.2,8714,2025,Q3-2025,كرواتيا
22597.5,1,8478,2025,Q3-2025,الأردن
11669488.29,523583.336,2008,2025,Q3-2025,الإمارات
182280.24,2035,9503,2025,Q3-2025,الإمارات
127082.68,154.8,8420,2025,Q3-2025,هولندا
363189.42,1772.51,8310,2025,Q3-2025,إيطاليا
11064.01,18,9008,2025,Q3-2025,الفلبين
1635294.04,18176.323,3406,2025,Q3-2025,كندا
128761.45,2096.96,9031,2025,Q3-2025,كوستاريكا
348294.2,6514,8536,2025,Q3-2025,عمان
51318.6,6000,4823,2025,Q3-2025,نيوزيلاندا
32241.69,6510,0305,2025,Q3-2025,الدنمارك
324596.55,3640.433,5911,2025,Q3-2025,تايلاند
531196.88,15750,2008,2025,Q3-2025,جورجيا
5798.83,318.56,4821,2025,Q3-2025,بلغاريا
1209.98,250,8304,2025,Q3-2025,الأردن
754355.72,2565.34,8542,2025,Q3-2025,سويسرا
9809776.07,365941.827,3204,2025,Q3-2025,الصين
801057.56,6459.828,7318,2025,Q3-2025,أستراليا
35060.36,16000,8707,2025,Q3-2025,عمان
14987969.58,1878302.616,2309,2025,Q3-2025,الصين
1250.56,1,6404,2025,Q3-2025,المغرب
8591.5,5.075,6406,2025,Q3-2025,إسبانيا
3144.97,25,3913,2025,Q3-2025,بلجيكا
2297629.81,15143,4503,2025,Q3-2025,فنلندا
243983.56,1406.029,6115,2025,Q3-2025,سريلانكا
1006.68,187,4008,2025,Q3-2025,باكستان
7005.74,11.638,8510,2025,Q3-2025,الكويت
3659.48,51,8428,2025,Q3-2025,مقدونيا
1543.53,10,6205,2025,Q3-2025,جورجيا
223977.6,49456,2923,2025,Q3-2025,روسيا
660.56,25,8405,2025,Q3-2025,سلوفانيا
211322.53,182,8544,2025,Q3-2025,مالطة
1577740.05,68675.51,4403,2025,Q3-2025,الولايات المتحدة
10591072.21,545088.18,9508,2025,Q3-2025,الصين
575517.51,18711.89,3306,2025,Q3-2025,ماليزيا
324114.36,2944.54,8418,2025,Q3-2025,جنوب إفريقيا
10858.21,4.5,9505,2025,Q3-2025,كندا
144105.61,1032.8,3203,2025,Q3-2025,إيطاليا
106845.29,1400,8302,2025,Q3-2025,جيرسي
13313.63,124,8411,2025,Q3-2025,رومانيا
802815.49,200558.5,7217,2025,Q3-2025,الإمارات
171373.32,51750,2901,2025,Q3-2025,مصر
1248.36,262.059,3401,2025,Q3-2025,أوروبا
1604220.79,72561.36,2105,2025,Q3-2025,البرازيل
12391.21,1,8534,2025,Q3-2025,النرويج
45349.98,2733.51,6207,2025,Q3-2025,فيتنام
903.15,0.001,8524,2025,Q3-2025,تايلاند
37325.39,17.624,8715,2025,Q3-2025,تركيا
190042.81,2607,4819,2025,Q3-2025,رومانيا
88857.16,10568.23,8402,2025,Q3-2025,تايوان
459.22,0.34,6104,2025,Q3-2025,لاو
9311.29,52,6910,2025,Q3-2025,إستونيا
2798.9,36,3703,2025,Q3-2025,إسبانيا
111587.82,2250,0603,2025,Q3-2025,كوستاريكا
5560988.97,226413.811,8452,2025,Q3-2025,الصين
289480.278,2328.49,6307,2025,Q3-2025,فرنسا
50130795.87,40354.79,3004,2025,Q3-2025,اليابان
163230.22,212.7,8475,2025,Q3-2025,ماليزيا
255369.54,81880,4403,2025,Q3-2025,رومانيا
219032.6441,2639.879,6111,2025,Q3-2025,إندونيسيا
588342.06,264700,2526,2025,Q3-2025,النمسا
2692825.66,105144,0802,2025,Q3-2025,إسبانيا
25372.89,8221,9401,2025,Q3-2025,سوريا
80667.76,2805.59,3918,2025,Q3-2025,إيطاليا
48940.34,2624.17,7013,2025,Q3-2025,تايلاند
347920.97,733.124,5905,2025,Q3-2025,بلجيكا
25624.32,422,8535,2025,Q3-2025,سنغافورة
2739.23,1,8478,2025,Q3-2025,كمبوديا
64590755.685,1928021.33,8502,2025,Q3-2025,الهند
52.5,50,4404,2025,Q3-2025,تركيا
1265.55,110,7301,2025,Q3-2025,السويد
24490.28,50,8535,2025,Q3-2025,كوستاريكا
8954930.1611,117068.22,6205,2025,Q3-2025,بنجلادش
50352.97,706.188,9020,2025,Q3-2025,جمهورية التشيك
10659.45,9724.2,6802,2025,Q3-2025,جنوب إفريقيا
168092.28,20100,2008,2025,Q3-2025,المغرب
2498553.72,519135.5,7209,2025,Q3-2025,كوريا الجنوبية
5773241.43,2090970,1103,2025,Q3-2025,الإمارات
2126765.0916,186380.47,3307,2025,Q3-2025,إندونيسيا
673342.43,21706,1805,2025,Q3-2025,إيطاليا
1783139.75,112152.9,7218,2025,Q3-2025,الهند
13245326.97,3381729.6,1902,2025,Q3-2025,الكويت
61467.37,1750,2008,2025,Q3-2025,قبرص
225844.57,1210,6811,2025,Q3-2025,الولايات المتحدة
88.58,9.2,5806,2025,Q3-2025,إسبانيا
3557.27,85,7310,2025,Q3-2025,كندا
59398.19,1570,0809,2025,Q3-2025,كولومبيا
3827.9,5,8603,2025,Q3-2025,هولندا
159712.5,27106,2614,2025,Q3-2025,سريلانكا
2374247.03,308096.144,2001,2025,Q3-2025,الولايات المتحدة
585707.83,531,9018,2025,Q3-2025,بيلاروس
629326.76,123014,2707,2025,Q3-2025,المملكة المتحدة
620075.17,2106.3,8419,2025,Q3-2025,أوروبا
69115.61,751.84,9506,2025,Q3-2025,النرويج
59474.1,211,9033,2025,Q3-2025,فيتنام
578580.01,62110,1507,2025,Q3-2025,الهند
33542472.13,311108.493,8414,2025,Q3-2025,فرنسا
712315.69,108400,3902,2025,Q3-2025,إيطاليا
472.76,5,7612,2025,Q3-2025,إيطاليا
2059.86,100,0101,2025,Q3-2025,السويد
617887.5,48691,3802,2025,Q3-2025,الإمارات
225,2.88,0809,2025,Q3-2025,البرازيل
1887423.85,30780.36,8418,2025,Q3-2025,رومانيا
23672.82,37.48,8530,2025,Q3-2025,فيتنام
6754235.46,221350,0407,2025,Q3-2025,إسبانيا
125262.99,17692.59,4006,2025,Q3-2025,هولندا
156.82,6.4,1206,2025,Q3-2025,المملكة المتحدة
362305.35,24770,5806,2025,Q3-2025,إيطاليا
1204.24,9.84,5201,2025,Q3-2025,الولايات المتحدة
4041933.31,40888.12,8207,2025,Q3-2025,مكسيك
97692.3,772.7,7307,2025,Q3-2025,جنوب إفريقيا
5370910.9787,7658.06,8538,2025,Q3-2025,السويد
116107.84,9478,1209,2025,Q3-2025,سوريا
87.96,5,5407,2025,Q3-2025,لاتفيا
94120,27670,7321,2025,Q3-2025,اليمن
8673794.51,31992.539,8536,2025,Q3-2025,بلغاريا
1298036.09,603960,7306,2025,Q3-2025,العراق
278.27,11.007,4412,2025,Q3-2025,هنجاريا
5459966.33,57962.05,6206,2025,Q3-2025,بنجلادش
30418.3,232.38,8474,2025,Q3-2025,هنجاريا
3870.93,16.482,8540,2025,Q3-2025,تايلاند
39188.7,51,8445,2025,Q3-2025,الإمارات
10555.08,272.5,7211,2025,Q3-2025,الولايات المتحدة
5607.98,30,2529,2025,Q3-2025,نيوزيلاندا
257.36,21,5109,2025,Q3-2025,الهند
2971363.5,17574.738,8419,2025,Q3-2025,كندا
149678.72,352.687,8409,2025,Q3-2025,إيرلندا
4176106.21,31920,9024,2025,Q3-2025,سلوفانيا
1595,1,2514,2025,Q3-2025,الولايات المتحدة
13054372.14,1059984.42,3809,2025,Q3-2025,ألمانيا
1687.5,75,2103,2025,Q3-2025,كولومبيا
5282.41,1244.21,3820,2025,Q3-2025,عمان
8470685.6988,648914.305,2005,2025,Q3-2025,الولايات المتحدة
118067.2,6000,2835,2025,Q3-2025,المملكة المتحدة
3340.69,5,2615,2025,Q3-2025,إيرلندا
143862.89,57,8606,2025,Q3-2025,سويسرا
1402.45,43.468,4413,2025,Q3-2025,البرازيل
1667.04,2,5603,2025,Q3-2025,أستراليا
5961.02,14,4817,2025,Q3-2025,تايوان
4446.78,389.74,0405,2025,Q3-2025,إيطاليا
283312.8062,975.242,6202,2025,Q3-2025,إندونيسيا
48153.43,50.65,8529,2025,Q3-2025,الإمارات
5994.86,14.031,7304,2025,Q3-2025,مالطة
134.24,60,1214,2025,Q3-2025,فرنسا
2547084.63,116217,3203,2025,Q3-2025,الدنمارك
372.9,1,6215,2025,Q3-2025,إسبانيا
1663.45,2,8108,2025,Q3-2025,بلجيكا
1797999.85,57412.325,8450,2025,Q3-2025,الولايات المتحدة
8365.98,4,9006,2025,Q3-2025,هونج كونج
17820.69,1,8456,2025,Q3-2025,أيسلندا
731.84,2.359,7002,2025,Q3-2025,النرويج
13080.82,20652,6809,2025,Q3-2025,البحرين
463.62,0.835,7318,2025,Q3-2025,لتوانيا
341403.59,1483.42,7002,2025,Q3-2025,الدنمارك
1689981.6,17243.08,8451,2025,Q3-2025,إسبانيا
18158.25,710.33,0811,2025,Q3-2025,كوستاريكا
784147.49,18442.7,1702,2025,Q3-2025,كندا
1608265.2123,252160.205,1902,2025,Q3-2025,الصين
5404.46,6,8903,2025,Q3-2025,تايلاند
96359.62,12421,4818,2025,Q3-2025,هولندا
168.68,70,8540,2025,Q3-2025,نيثرلاندز انتيليز
12216.42,22.513,6109,2025,Q3-2025,أوكرانيا
8274750.2892,122966.572,6105,2025,Q3-2025,الصين
4884.64,68.45,4006,2025,Q3-2025,هنجاريا
657740.71,533.5,8448,2025,Q3-2025,سويسرا
1658.93,200,4410,2025,Q3-2025,روسيا
2557304.42,189379.55,6914,2025,Q3-2025,إسبانيا
13464.32,30,6111,2025,Q3-2025,بلجيكا
5118018.88,33909.748,3303,2025,Q3-2025,بولندا
1177413.65,10411.65,8501,2025,Q3-2025,تايوان
78702.67,23172.719,4807,2025,Q3-2025,الولايات المتحدة
692759.64,870.657,8434,2025,Q3-2025,الدنمارك
237340.33,1.34,8408,2025,Q3-2025,رومانيا
221656.17,5876.75,1806,2025,Q3-2025,إيرلندا
4788288.7993,81389.537,8412,2025,Q3-2025,كندا
1431.41,187,9505,2025,Q3-2025,الدنمارك
1845558.51,6664.8,5903,2025,Q3-2025,سويسرا
1138.66,5,6111,2025,Q3-2025,العراق
7720.7,1152,2701,2025,Q3-2025,الولايات المتحدة
4132.62,1866.8,4421,2025,Q3-2025,السويد
7331897.97,143088.77,8203,2025,Q3-2025,ألمانيا
291.56,24.6,2005,2025,Q3-2025,جنوب إفريقيا
620.07,135,8418,2025,Q3-2025,الإكوادور
82.06,11,8421,2025,Q3-2025,تشاد
7.69,10,6001,2025,Q3-2025,اليابان
12108.36,83.74,9504,2025,Q3-2025,الكويت
1173997.44,497392.84,4802,2025,Q3-2025,الولايات المتحدة
1865.04,20,4201,2025,Q3-2025,أوكرانيا
92053.03,8594,1903,2025,Q3-2025,تايوان
3050.92,35,4202,2025,Q3-2025,غانا
5624.44,5,9603,2025,Q3-2025,تشيلي
13386.5268,12.38,6117,2025,Q3-2025,البرتغال
11932.66,26.091,9029,2025,Q3-2025,ماليزيا
10187.92,3551.668,4503,2025,Q3-2025,باكستان
2891494.26,87762.83,2105,2025,Q3-2025,اليونان
6562.98,3,9705,2025,Q3-2025,تايلاند
9722.61,65,1504,2025,Q3-2025,إسبانيا
4983197.62,2250528,4805,2025,Q3-2025,تركيا
4817.66,121,7009,2025,Q3-2025,المغرب
2037.87,1,8545,2025,Q3-2025,بلجيكا
1490864.5974,24403.06,2101,2025,Q3-2025,فرنسا
657.76,13,0901,2025,Q3-2025,بيرو
323404.13,10355,4201,2025,Q3-2025,بلجيكا
1875,1500,7302,2025,Q3-2025,هولندا
88902.4,111.45,8503,2025,Q3-2025,هولندا
